RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value
NC_000913.3	2976233	2976386	-	NC_000913.3	4116512	4116992	-	36	9754	3515	5039283	5.2913095433583655	7.341908919575601e-08
NC_000913.3	3036029	3036192	-	NC_000913.3	4218905	4218967	+	14	242	27005	5025327	10.765465532094607	0.0034424948474582307
NC_000913.3	3039836	3039877	+	NC_000913.3	3845732	3845739	-	11	76	36064	5016437	20.132632264862465	0.0007437102812054871
NC_000913.3	3049521	3049603	-	NC_000913.3	4479003	4479035	+	13	11333	82	5041160	70.52045289710817	1.920261655944859e-12
NC_000913.3	3049532	3049606	-	NC_000913.3	1888016	1888196	-	17	11329	739	5040503	10.234974942460886	6.987250389800848e-05
NC_000913.3	3050637	3050802	-	NC_000913.3	3049611	3049691	-	16	4711	126	5047735	136.0607561499092	9.689663120180825e-22
NC_000913.3	3055983	3055987	+	NC_000913.3	4502102	4502126	+	11	2120	1017	5049440	25.761971020945808	2.8365842191299193e-05
NC_000913.3	3069471	3069882	-	NC_000913.3	1622818	1622889	-	17	44	193221	4859306	9.716641236530378	0.0015233687681393152
NC_000913.3	3084809	3085289	-	NC_000913.3	4106357	4106388	+	17	164	56734	4995673	9.127580506204822	0.0006963675728907804
NC_000913.3	3126404	3126880	-	NC_000913.3	3127602	3128038	-	103	746	2448	5049291	284.78517945381907	3.1448928258664436e-199
NC_000913.3	3127994	3128077	-	NC_000913.3	3126904	3127049	-	16	2767	218	5049587	133.93996744064216	8.333684020078551e-22
NC_000913.3	3173502	3173586	-	NC_000913.3	1409175	1409249	+	15	53	114038	4938482	12.256296891436717	0.0005127349845657816
NC_000913.3	3182452	3182664	+	NC_000913.3	2976102	2976351	-	20	41	31096	5021431	78.77149911838711	5.340171851945744e-22
NC_000913.3	3201042	3201218	+	NC_000913.3	765080	765149	+	26	175	55809	4996578	13.301595288010382	1.2825645107069288e-12
NC_000913.3	3266047	3266062	-	NC_000913.3	1121202	1121203	-	11	1798	2328	5048451	13.267166123871885	0.028142664479200108
NC_000913.3	3350641	3350642	+	NC_000913.3	146566	146599	-	11	72667	40	4979870	18.84575185434929	0.00272066972913771
NC_000913.3	3350641	3350652	+	NC_000913.3	2065116	2065156	-	11	72667	37	4979873	20.37379806217105	0.0013429970200579692
NC_000913.3	3350641	3350643	+	NC_000913.3	3261946	3261978	-	11	72667	27	4979883	27.91970526129085	8.16398865741361e-05
NC_000913.3	3350641	3350657	+	NC_000913.3	2922878	2922959	-	13	72665	85	4979825	10.481253617527654	0.03452149112247523
NC_000913.3	3430507	3430998	-	NC_000913.3	1409208	1409249	+	28	235	103310	4949015	5.7077714871786425	1.1789599780896398e-05
NC_000913.3	3440304	3440686	-	NC_000913.3	3441311	3441798	-	48	1193	1724	5049623	117.84807354579983	3.0629074298356473e-73
NC_000913.3	3447849	3448258	-	NC_000913.3	3446702	3447179	-	77	4824	1531	5046156	52.61007340826891	1.8342138459381263e-93
NC_000913.3	3450403	3450891	-	NC_000913.3	3453006	3453294	-	68	4121	5043	5043356	16.502014151242772	1.2139612948510792e-49
NC_000913.3	3450809	3450993	-	NC_000913.3	3451860	3452299	-	52	803	4893	5046840	66.79317977571843	2.9212411576971954e-67
NC_000913.3	3451663	3451962	-	NC_000913.3	543192	543199	-	23	6461	1088	5045016	16.506756602966213	4.849543809375923e-13
NC_000913.3	3452309	3452582	-	NC_000913.3	2002103	2002298	-	26	3776	7979	5040807	4.350037160576173	0.009619837394292155
NC_000913.3	3453210	3453381	-	NC_000913.3	2726235	2726248	-	17	19458	132	5032981	33.31210540495925	9.578832186748138e-13
NC_000913.3	3453010	3453441	-	NC_000913.3	3448601	3449092	-	61	26863	2293	5023371	4.974695722715341	9.22035015958213e-16
NC_000913.3	3470126	3470485	-	NC_000913.3	3471212	3471672	-	43	2038	1349	5049158	78.97166366828625	2.3721074333172083e-57
NC_000913.3	3472118	3472583	-	NC_000913.3	3473404	3473900	-	66	1699	1523	5049300	128.7899065419116	1.968457566079332e-104
NC_000913.3	3474486	3474598	-	NC_000913.3	4056427	4056588	-	22	556	20540	5031470	9.692645688707067	1.7900489937387175e-07
NC_000913.3	3534312	3534576	+	NC_000913.3	1977208	1977232	-	14	152	16950	5035472	27.36244682502717	2.0038859117265014e-08
NC_000913.3	3536349	3536670	-	NC_000913.3	2976102	2976346	-	30	848	31086	5020624	5.713710837494037	2.506553429228767e-06
NC_000913.3	3600732	3600856	-	NC_000913.3	2001913	2002026	-	16	141	49595	5002836	11.446672086453464	0.00010612222323258777
NC_000913.3	3638101	3638483	+	NC_000913.3	1622817	1622879	-	27	135	193211	4859215	5.0299568865126725	0.0006819075942693341
NC_000913.3	3645332	3645786	+	NC_000913.3	4049930	4050008	+	24	211	27470	5024883	20.80635868168118	1.0218164201251758e-15
NC_000913.3	3648061	3648099	+	NC_000913.3	794849	794959	+	14	158	480	5051936	932.5831223628692	1.4048036005407043e-29
NC_000913.3	3800152	3800459	-	NC_000913.3	3845732	3845742	-	17	319	36058	5016194	7.41363035624771	0.011117491695952405
NC_000913.3	3801574	3801584	-	NC_000913.3	3845732	3845774	-	11	101	36064	5016412	15.149231948483225	0.0118350357857766
NC_000913.3	3803807	3803874	-	NC_000913.3	2025223	2025261	-	11	62	35198	5017317	25.2903331201003	8.005053762199625e-05
NC_000913.3	3803921	3804090	-	NC_000913.3	1141039	1141063	+	20	72	147796	4904700	9.218224218968489	4.115729487309086e-05
NC_000913.3	3804322	3804362	-	NC_000913.3	4242531	4242608	-	13	47	12714	5039814	109.64221381020755	1.346117142841642e-14
NC_000913.3	3813538	3813612	+	NC_000913.3	2814837	2814878	+	17	167	33663	5018741	15.176597522360145	2.6126160839098576e-07
NC_000913.3	3841402	3841517	-	NC_000913.3	1622818	1622860	-	17	22	193221	4859328	19.433370455215908	3.241598183801656e-07
NC_000913.3	3845728	3845994	-	NC_000913.3	3889222	3889572	+	42	5900	7148	5039498	5.018801418910588	1.478339211107755e-09
NC_000913.3	3845773	3845779	-	NC_000913.3	3989104	3989356	-	13	3980	101	5048494	163.26787899895518	3.2958080258644205e-17
NC_000913.3	3845773	3845983	-	NC_000913.3	3474002	3474295	-	24	5918	824	5045822	24.833675113279547	2.43794272490249e-18
NC_000913.3	3845790	3845791	-	NC_000913.3	3818678	3818684	+	11	3982	127	5048468	109.81137164484274	6.9208716282224876e-12
NC_000913.3	3880032	3880313	-	NC_000913.3	765118	765148	+	20	143	48645	5003780	14.3864604919184	4.803728895257628e-09
NC_000913.3	3888607	3888971	+	NC_000913.3	3890201	3890597	+	82	27941	6505	5018060	2.263916766968148	0.000475479446734885
NC_000913.3	3889001	3889488	+	NC_000913.3	4175407	4175468	+	23	23242	401	5028922	12.410373901748512	1.0159538755371856e-10
NC_000913.3	3889101	3889598	+	NC_000913.3	986424	986893	-	54	16477	6111	5029946	2.697532321351591	0.005285226745124688
NC_000913.3	3890617	3890892	+	NC_000913.3	3888610	3889088	+	46	4617	17565	5030360	2.8533094164741364	0.00188349773997325
NC_000913.3	3935946	3936399	+	NC_000913.3	3937121	3937533	+	26	3440	3138	5045984	12.153681058888049	2.6118179160685057e-12
NC_000913.3	3987804	3987888	-	NC_000913.3	4106379	4106386	+	11	26	56740	4995811	37.25083444049782	4.172156621885371e-06
NC_000913.3	4018668	4019022	+	NC_000913.3	4019925	4020306	+	34	1191	123	5051240	1172.3574505266463	4.2599674644704956e-82
NC_000913.3	4049907	4049952	+	NC_000913.3	3797604	3797630	+	11	6599	46	5045932	182.8513279350626	5.922892425682753e-14
NC_000913.3	4076917	4077380	+	NC_000913.3	4078031	4078477	+	46	2681	143	5049718	605.8876580338722	1.2973393012805446e-99
NC_000913.3	4084803	4084975	-	NC_000913.3	3845732	3845748	-	19	274	36056	5016239	9.647254007958423	1.5400534457634655e-05
NC_000913.3	4106329	4106345	+	NC_000913.3	2531208	2531288	-	11	10327	46	5042204	116.75650574054505	7.886743149970902e-12
NC_000913.3	4106329	4106345	+	NC_000913.3	3441616	3441665	-	11	10327	259	5041991	20.735800706847478	0.0003250571512485625
NC_000913.3	4106329	4106347	+	NC_000913.3	2173320	2173347	-	11	10327	367	5041883	14.633398759739093	0.011419068945308863
NC_000913.3	4106329	4106340	+	NC_000913.3	2419132	2419148	-	11	10327	118	5042132	45.51459806693988	9.936425569132452e-08
NC_000913.3	4106329	4106344	+	NC_000913.3	3257553	3257940	-	25	10313	266	5041984	45.94886809771447	5.369481090079108e-25
NC_000913.3	4106329	4106343	+	NC_000913.3	2363481	2363595	-	12	10326	177	5042073	33.10434414362954	2.070898172837684e-07
NC_000913.3	4106329	4106348	+	NC_000913.3	1500707	1500899	+	16	10322	69	5042181	113.2727563751548	1.1440253290466284e-19
NC_000913.3	4106329	4106350	+	NC_000913.3	2811359	2811663	+	23	10315	203	5042047	55.382104592049934	2.8011146521835226e-24
NC_000913.3	4117203	4117662	-	NC_000913.3	4116101	4116595	-	75	5885	2706	5043922	23.755018113245935	1.2080299764431948e-66
NC_000913.3	4138528	4138693	-	NC_000913.3	765117	765149	+	14	38	48651	5003885	37.89308706804317	1.319391383705519e-09
NC_000913.3	4178517	4179000	+	NC_000913.3	4180607	4181000	+	112	10613	11125	5030738	4.772122008518279	4.1292934116639766e-32
NC_000913.3	4178812	4179290	+	NC_000913.3	2003101	2003595	-	69	4680	32606	5015233	2.2677586278756308	0.029759225611809527
NC_000913.3	4180426	4180891	+	NC_000913.3	2312112	2312596	-	85	17960	8573	5025970	2.7745953980448794	1.3413700945566352e-08
NC_000913.3	4183802	4183960	+	NC_000913.3	2976102	2976338	-	25	269	31091	5021203	15.009313110010797	2.2524307727585673e-13
NC_000913.3	4191569	4191650	-	NC_000913.3	3350678	3350697	+	21	2	291995	4760570	171.18781143512732	4.015877268372751e-17
NC_000913.3	4218663	4218917	+	NC_000913.3	223639	223697	+	18	12021	762	5039787	9.903509409714102	2.8376928079493716e-05
NC_000913.3	4223787	4224043	+	NC_000913.3	764998	765149	+	27	472	56790	4995299	5.031661137822665	0.0007923674526136946
NC_000913.3	4227601	4227960	+	NC_000913.3	1409169	1409249	+	32	381	114021	4938154	3.6375149478036244	0.04724856948718207
NC_000913.3	4230553	4230799	+	NC_000913.3	1405657	1405690	-	18	38	83421	4969111	28.215790041507912	1.7304078317461463e-11
NC_000913.3	4243601	4243983	-	NC_000913.3	4242530	4242780	-	27	194	12825	5039542	54.68846446011937	3.3270940612367297e-29
NC_000913.3	4248822	4248991	+	NC_000913.3	4242492	4242804	-	24	1341	12953	5038270	6.961351062549148	1.0095817164788287e-05
NC_000913.3	4249517	4249616	+	NC_000913.3	1770469	1770477	+	15	391	10159	5042023	19.040062243071734	2.256859249833259e-07
NC_000913.3	4278318	4278482	+	NC_000913.3	3350679	3350698	+	19	26	291997	4760546	11.914028358036344	2.998810673406233e-05
NC_000913.3	4343407	4343583	+	NC_000913.3	4106342	4106387	+	17	218	56734	4995619	6.86654597359705	0.0399438582790436
NC_000913.3	4368599	4368774	+	NC_000913.3	3845732	3845763	-	16	99	36059	5016414	22.4835290983548	6.226164530936929e-09
NC_000913.3	4382365	4382414	-	NC_000913.3	3580924	3580989	-	14	1463	1537	5049574	31.43870025806813	1.8540325965683778e-09
NC_000913.3	4400203	4400683	+	NC_000913.3	4399008	4399484	+	33	23100	169	5029286	42.51298393913778	4.5125094543503535e-33
NC_000913.3	4464419	4464763	-	NC_000913.3	1907153	1907154	-	12	5001	103	5047472	117.58748056214	8.973107833690966e-14
NC_000913.3	4500299	4500480	+	NC_000913.3	2942746	2942858	+	18	20	398307	4654243	10.516558082082414	0.0017570482258180205
NC_000913.3	4587799	4587853	-	NC_000913.3	3350673	3350697	+	13	13	292003	4760559	16.303116748800527	0.007264442497946687
NC_000913.3	4599846	4599921	-	NC_000913.3	2942815	2942901	+	20	35	392190	4660343	6.790211741393566	0.03893582369925656
NC_000913.3	5294	5400	-	NC_000913.3	3350636	3350697	+	12	7	292004	4760565	27.948139653664235	0.0008490768725178884
NC_000913.3	22324	22374	+	NC_000913.3	765083	765148	+	12	72	55823	4996681	14.91822665687381	0.003191013573401032
NC_000913.3	29102	29127	+	NC_000913.3	4106379	4106387	+	10	32	56741	4995805	27.51430292909889	0.00020088680719049915
NC_000913.3	77733	78198	+	NC_000913.3	1622818	1622838	-	28	102	193210	4859248	6.90394501157432	1.750796632927625e-06
NC_000913.3	122101	122486	+	NC_000913.3	1141007	1141064	+	35	289	147781	4904483	4.019248275568339	0.0009693995139934437
NC_000913.3	127841	127900	+	NC_000913.3	4114520	4114526	-	10	208	6330	5046040	38.32513063555717	7.31383758602642e-06
NC_000913.3	135609	135717	-	NC_000913.3	4049923	4049987	+	11	135	10759	5041683	38.18234036620504	6.146100311315011e-07
NC_000913.3	146418	146693	-	NC_000913.3	2001770	2002056	-	23	365	50064	5002136	6.296002924475849	0.00031299467690329685
NC_000913.3	180784	181085	+	NC_000913.3	1405658	1405723	-	25	274	86113	4966176	5.261902943518197	0.002163407085708467
NC_000913.3	197405	197635	+	NC_000913.3	3845731	3845762	-	19	139	36056	5016374	19.017400989348303	1.8126636277383792e-10
NC_000913.3	226215	226223	+	NC_000913.3	4467428	4467592	+	14	278	563	5051733	451.8717942164918	2.592065944920836e-25
NC_000913.3	239410	239824	-	NC_000913.3	4106367	4106387	+	14	92	56737	4995745	13.399052914630511	0.0003633513020995818
NC_000913.3	274216	274480	-	NC_000913.3	1301367	1301593	+	23	2422	926	5049217	51.780560395795916	5.226549511878285e-24
NC_000913.3	389470	389666	-	NC_000913.3	2942722	2942797	+	16	126	48915	5003531	12.989246976858139	1.8262441646708556e-05
NC_000913.3	430368	430440	-	NC_000913.3	1141042	1141063	+	11	1	147805	4904771	365.0247352931227	2.7925015414353456e-09
NC_000913.3	432051	432076	-	NC_000913.3	4424450	4424459	-	10	259	221	5052098	882.6321214556509	2.6635048776100677e-19
NC_000913.3	436719	436767	+	NC_000913.3	2814842	2814877	+	10	30	33670	5018878	49.68694188694189	2.175738812219736e-06
NC_000913.3	441236	441545	-	NC_000913.3	439828	440211	-	21	633	154	5051780	1088.276604911676	2.030432236648245e-48
NC_000913.3	447845	448292	-	NC_000913.3	446772	447199	-	58	851	662	5051017	520.0190747689762	3.2988010181108957e-125
NC_000913.3	456203	456397	+	NC_000913.3	2001912	2002242	-	23	321	57593	4994651	6.21381400571515	0.00043241372401422323
NC_000913.3	479001	479289	-	NC_000913.3	2001913	2002021	-	31	701	49580	5002276	4.46174559595898	0.0005109339961561149
NC_000913.3	482090	482092	-	NC_000913.3	324603	324606	-	10	29	6967	5045582	249.72812718084765	2.7335586677068134e-13
NC_000913.3	491406	491582	+	NC_000913.3	3845732	3845739	-	13	54	36062	5016459	33.48860450212289	3.9455553587444996e-08
NC_000913.3	497948	497972	+	NC_000913.3	1770457	1770477	+	10	18	10164	5042396	275.6130569766933	2.466499671013658e-13
NC_000913.3	507204	507238	+	NC_000913.3	3204986	3205167	+	22	92258	60	4960248	19.713819939734222	1.7860846713366546e-12
NC_000913.3	507204	507244	+	NC_000913.3	946809	946896	+	10	92270	3	4960305	179.19529641270185	1.998836162946151e-08
NC_000913.3	508267	508618	+	NC_000913.3	1409196	1409249	+	26	179	114027	4938356	6.290642621004248	3.316898465181011e-05
NC_000913.3	568613	568650	+	NC_000913.3	324602	324604	-	10	9	6967	5045602	804.6827105561138	4.072927097289334e-17
NC_000913.3	572213	572314	+	NC_000913.3	1770453	1770476	+	11	142	10163	5042272	38.433389275929116	5.608224449911286e-07
NC_000913.3	576813	576871	-	NC_000913.3	887976	888068	-	15	1099	7979	5043495	8.627335677901534	0.011868175153630721
NC_000913.3	686780	686843	-	NC_000913.3	2171646	2171721	-	20	103650	144	4948774	6.631256364903254	0.00445972392032703
NC_000913.3	691784	691795	-	NC_000913.3	1770469	1770478	+	10	101	10164	5042313	49.11835014670298	8.322909633985907e-07
NC_000913.3	754511	754655	-	NC_000913.3	1201195	1201196	-	15	314	1131	5051128	213.3474125259761	1.0416805763995471e-22
NC_000913.3	755511	755522	+	NC_000913.3	3664892	3664969	+	11	269	3771	5048537	54.74562474923575	1.0274049996536033e-08
NC_000913.3	755704	755938	+	NC_000913.3	2976101	2976340	-	32	1211	31084	5020261	4.2677132505075885	0.0006304316595650532
NC_000913.3	763508	763591	+	NC_000913.3	764591	764965	+	29	505	3516	5048538	82.45621261784882	1.6978359583295453e-38
NC_000913.3	765048	765112	+	NC_000913.3	1768542	1768588	-	11	46564	53	5005960	22.312791645663587	0.00034465172745781866
NC_000913.3	765054	765111	+	NC_000913.3	3111250	3111503	+	23	46552	98	5005915	25.237532265870776	3.7930389219355536e-16
NC_000913.3	780773	780784	+	NC_000913.3	20404	20501	-	11	5086	623	5046868	17.520650588371186	0.0016683282877178777
NC_000913.3	786260	786691	+	NC_000913.3	2001911	2002399	-	37	677	60510	4991364	4.50822045112848	5.639257438378497e-06
NC_000913.3	789990	790299	-	NC_000913.3	4049939	4050007	+	22	151	27472	5024943	26.649348451596232	4.696858678641424e-16
NC_000913.3	835038	835268	+	NC_000913.3	4106353	4106387	+	18	225	56733	4995612	7.044382634445561	0.009346638104028903
NC_000913.3	837477	837502	-	NC_000913.3	986601	987046	-	20	220	9447	5042901	48.52816189843818	2.455349524398064e-19
NC_000913.3	871625	871688	+	NC_000913.3	2167180	2167200	+	10	2	456355	4596221	50.35795597725455	0.028620696001519716
NC_000913.3	872923	873071	+	NC_000913.3	2167149	2167200	+	17	8	456348	4596215	21.402431642080167	1.6732364328651488e-05
NC_000913.3	888017	888057	-	NC_000913.3	1161883	1161914	+	11	4629	57	5047891	210.4459718100609	1.0072850556510262e-14
NC_000913.3	898161	898478	-	NC_000913.3	3350671	3350698	+	22	27	291994	4760545	13.284391434730141	1.1025285691822912e-07
NC_000913.3	915252	915293	-	NC_000913.3	3845732	3845763	-	10	14	36065	5016499	99.35432057198312	1.096081897018007e-08
NC_000913.3	939365	939654	+	NC_000913.3	16148	16181	-	22	655	1009	5050902	168.1353982100031	9.659862810700872e-34
NC_000913.3	940601	940731	+	NC_000913.3	1405658	1405698	-	11	44	83428	4969105	14.890399506161001	0.02715157535539678
NC_000913.3	941404	941567	+	NC_000913.3	4056427	4056567	-	28	299	20534	5031727	22.94723458898253	1.6078986708950053e-20
NC_000913.3	941345	941750	+	NC_000913.3	4027234	4027251	-	17	625	4897	5047049	28.033435327751686	7.395952172683243e-12
NC_000913.3	986305	986798	-	NC_000913.3	657410	657549	+	30	9967	3683	5038908	4.118048969691211	0.004953339859170823
NC_000913.3	1005883	1006047	+	NC_000913.3	3664939	3664969	+	17	805	3688	5048078	28.9060124493068	4.292523500801416e-12
NC_000913.3	1021152	1021518	+	NC_000913.3	2167171	2167200	+	25	39	456340	4596184	6.456308442985044	0.0016379469603883866
NC_000913.3	1031502	1031553	-	NC_000913.3	2814847	2814877	+	10	38	33670	5018870	39.22647054226002	1.5993165660192904e-05
NC_000913.3	1078770	1078924	-	NC_000913.3	4218898	4218963	+	15	78	28287	5024208	34.15681571583576	1.541886592287096e-10
NC_000913.3	1130526	1130578	-	NC_000913.3	3580922	3580972	-	10	537	1541	5050500	61.03197879922708	6.735755459960414e-08
NC_000913.3	1133304	1133800	+	NC_000913.3	1135401	1135870	+	59	3257	1034	5048238	88.44097789079792	2.145428834840545e-83
NC_000913.3	1147207	1147284	+	NC_000913.3	3923632	3923654	+	10	817	62	5051699	997.2951790579224	1.2361366995025135e-19
NC_000913.3	1151511	1151572	+	NC_000913.3	1671992	1672076	+	12	1351	428	5050797	104.81948988980126	2.1413886500561533e-13
NC_000913.3	1151562	1151583	+	NC_000913.3	837436	837471	-	10	1353	1136	5050089	32.85662143593267	2.7601634766031132e-05
NC_000913.3	1224473	1224496	-	NC_000913.3	2001911	2002029	-	17	59	49594	5002918	29.066394034816952	2.8727263166124628e-11
NC_000913.3	1239736	1239864	+	NC_000913.3	4106369	4106387	+	16	100	56735	4995737	14.088621133339208	6.860665152845588e-06
NC_000913.3	1279335	1279482	+	NC_000913.3	3496811	3496959	+	20	10154	751	5041663	13.222899963727702	2.937796752722801e-09
NC_000913.3	1281704	1282189	+	NC_000913.3	1280506	1280997	+	88	2305	1527	5048668	126.22620282492858	4.878978215226739e-140
NC_000913.3	1282106	1282598	+	NC_000913.3	1283330	1283784	+	49	2057	694	5049788	173.33068919091204	2.8489896536148043e-82
NC_000913.3	1300864	1300898	+	NC_000913.3	4056428	4056542	-	14	179	20548	5031847	19.152826519836914	2.16167554128325e-06
NC_000913.3	1302082	1302157	-	NC_000913.3	2167181	2167200	+	12	5	456353	4596218	24.17190902656496	0.021025405601245183
NC_000913.3	1306836	1307195	-	NC_000913.3	2942830	2942902	+	43	93	392167	4660285	5.4944843143546676	1.147737569376906e-08
NC_000913.3	1353518	1353796	-	NC_000913.3	2167148	2167201	+	28	40	459981	4592539	6.988934977749081	3.263262442966552e-05
NC_000913.3	1356933	1356998	-	NC_000913.3	1141059	1141063	+	10	17	147806	4904755	19.51984357874511	0.04364760741437352
NC_000913.3	1387065	1387175	+	NC_000913.3	4158278	4158307	-	15	294	2079	5050200	123.93615454839944	3.344242557806633e-19
NC_000913.3	1405683	1405753	-	NC_000913.3	703756	704047	+	19	35957	298	5016314	8.894849422119224	5.839613664477432e-05
NC_000913.3	1405801	1405839	-	NC_000913.3	4027233	4027252	-	10	45	4904	5047629	228.73069603045133	3.7547795679020297e-13
NC_000913.3	1409128	1409193	+	NC_000913.3	2470139	2470461	+	19	36128	250	5016191	10.552217559787422	3.5012994755703417e-06
NC_000913.3	1409128	1409192	+	NC_000913.3	1398219	1398618	-	25	36122	601	5015840	5.776136168600751	0.0002134366684235094
NC_000913.3	1409128	1409210	+	NC_000913.3	2107182	2107554	-	32	43674	700	5008182	5.242145506643377	4.215123810414627e-06
NC_000913.3	1409128	1409186	+	NC_000913.3	3231694	3231699	+	10	36137	14	5016427	99.15494210524236	1.1179542901897845e-08
NC_000913.3	1409128	1409198	+	NC_000913.3	753806	754296	-	30	36117	461	5015980	9.037835999019096	8.582844046167585e-12
NC_000913.3	1425227	1425306	+	NC_000913.3	3350677	3350698	+	15	13	292001	4760559	18.81141740030922	8.670587648758937e-05
NC_000913.3	1433944	1433965	-	NC_000913.3	4056427	4056598	-	16	176	20546	5031850	22.264231923046292	4.377112478078771e-09
NC_000913.3	1474190	1474599	+	NC_000913.3	4106368	4106387	+	22	193	56729	4995644	10.038104808270793	1.7201629030567605e-07
NC_000913.3	1491502	1491506	-	NC_000913.3	2725709	2725753	-	10	2537	1253	5048788	15.88238051302023	0.02876369261067029
NC_000913.3	1500712	1501096	+	NC_000913.3	2976304	2976345	-	19	343	11352	5040874	24.597611651123753	8.729888257088707e-13
NC_000913.3	1506641	1506762	+	NC_000913.3	1622818	1622837	-	12	19	193226	4859331	15.883220466680141	0.012443168267767825
NC_000913.3	1547618	1547878	+	NC_000913.3	2001913	2002398	-	22	300	60525	4991741	6.048095938317499	0.0019266961616570882
NC_000913.3	1551825	1551877	+	NC_000913.3	4106356	4106387	+	10	47	56741	4995790	18.733086173193836	0.0151713628232049
NC_000913.3	1592304	1592612	+	NC_000913.3	3845732	3845860	-	12	113	36515	5015948	14.587622737170687	0.0029997855830333777
NC_000913.3	1622655	1622757	+	NC_000913.3	4242530	4242548	-	12	82	12510	5039984	58.957524711937765	3.7644067781752275e-10
NC_000913.3	1622859	1622915	-	NC_000913.3	3191661	3191862	-	23	32988	131	5019446	26.715071499513588	6.139680992707371e-17
NC_000913.3	1622859	1622914	-	NC_000913.3	4518532	4518560	+	13	32998	31	5019546	63.7908631803687	3.018523241396613e-11
NC_000913.3	1622862	1622884	-	NC_000913.3	2968284	2968291	-	10	14698	169	5037711	20.280950352702657	0.0035741709663403586
NC_000913.3	1622865	1622915	-	NC_000913.3	1233108	1233178	-	19	32992	27	5019550	107.06461948126594	1.9122638924684552e-22
NC_000913.3	1641611	1641664	-	NC_000913.3	1977208	1977241	-	10	159	16954	5035465	18.679716406139292	0.007946699621799596
NC_000913.3	1668157	1668289	-	NC_000913.3	2814834	2814877	+	17	306	33663	5018602	8.282423498268788	0.0021749203949091318
NC_000913.3	1671036	1671065	-	NC_000913.3	837435	837475	-	10	283	1136	5051159	157.11811949435128	6.404165245446982e-12
NC_000913.3	1688132	1688447	-	NC_000913.3	1686733	1687196	-	31	731	225	5051601	952.1181395348838	2.6187860901010856e-72
NC_000913.3	1737848	1737977	+	NC_000913.3	77409	77593	+	20	123	7931	5044514	103.42279395559055	1.6359161983024325e-25
NC_000913.3	1743424	1743453	+	NC_000913.3	4158280	4158298	-	10	428	1963	5050187	60.10953813779214	7.96368750314675e-08
NC_000913.3	1753492	1753579	-	NC_000913.3	3845732	3845740	-	14	91	36061	5016422	21.401437308150932	7.941767751885276e-07
NC_000913.3	1757383	1757438	+	NC_000913.3	3385752	3385853	+	19	20441	618	5031510	7.567655050790269	0.0006805662236248794
NC_000913.3	1833341	1833478	-	NC_000913.3	2942832	2942901	+	16	17	392194	4660361	11.183807293449311	0.009969440282222011
NC_000913.3	1896142	1896404	+	NC_000913.3	1409178	1409199	+	14	244	10701	5041629	27.032407726564546	1.8810230194490793e-08
NC_000913.3	1907254	1907618	-	NC_000913.3	850444	850497	+	24	2143	1292	5049129	43.76662154411584	1.3201979901729152e-23
NC_000913.3	1908146	1908177	+	NC_000913.3	2001910	2002078	-	12	49	49599	5002928	24.702249181291098	1.5933010017476372e-05
NC_000913.3	1926099	1926155	+	NC_000913.3	3845731	3845769	-	14	110	36061	5016403	17.704758351379354	8.296171982777495e-06
NC_000913.3	1929310	1929728	-	NC_000913.3	4106356	4106387	+	28	133	56723	4995704	18.54145863044509	1.8000592391113016e-17
NC_000913.3	1959850	1959872	-	NC_000913.3	4106370	4106387	+	10	50	56741	4995787	17.60909042843799	0.025688338656759825
NC_000913.3	1969942	1970394	-	NC_000913.3	1971004	1971486	-	56	1754	1494	5049284	107.90402354381418	6.875029248665008e-84
NC_000913.3	1971024	1971458	-	NC_000913.3	1969908	1970269	-	59	2469	981	5049079	122.99121171847938	8.297828728070248e-92
NC_000913.3	1972213	1972691	-	NC_000913.3	1970902	1971400	-	107	9907	1709	5040865	31.856981159422773	4.0093697577514693e-109
NC_000913.3	1972217	1972700	-	NC_000913.3	1970406	1970895	-	55	9959	1496	5041078	18.609674666131138	1.3489047860322015e-41
NC_000913.3	1988320	1988501	+	NC_000913.3	461410	461660	+	22	786	10908	5040872	12.934828512537429	4.967190046092473e-10
NC_000913.3	1999455	1999527	-	NC_000913.3	2312767	2312788	-	12	556	1482	5050538	73.55223837124632	1.3708066601749612e-11
NC_000913.3	2001027	2001482	-	NC_000913.3	2312411	2312771	-	47	5705	8014	5038822	5.179906110844147	1.2578555560345769e-11
NC_000913.3	2002212	2002695	-	NC_000913.3	3889104	3889586	+	98	18326	8875	5025289	3.027966558710552	2.987675355067507e-13
NC_000913.3	2002310	2002800	-	NC_000913.3	3452909	3453374	-	70	15756	7335	5029427	3.0462844852992457	5.5031774308261316e-08
NC_000913.3	2013441	2013489	+	NC_000913.3	324602	324625	-	10	187	6967	5045424	38.726678635492455	6.784717412322292e-06
NC_000913.3	2014504	2014982	+	NC_000913.3	2016331	2016769	+	72	6901	827	5044788	63.6440604878777	1.1042037502548341e-92
NC_000913.3	2050019	2050119	+	NC_000913.3	3350680	3350697	+	11	7	292005	4760565	25.61904028062142	0.009304945981483048
NC_000913.3	2054071	2054491	+	NC_000913.3	1405657	1405665	-	27	195	83412	4968954	8.248321768865576	2.3632445506068605e-08
